
*                 FILE                 DATE               TARGET                 FOIL         PRESSURE_MAX         PRESSURE_MIN         PRESSURE_AVE         PRESSURE_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le
                  5114           2020-12-09                    4                    4                  2.2                  1.9        2.03215988265      0.0482536169413
                  5115           2020-12-09                    4                    4                    2                    2                    2                    0
                  5117           2020-12-10                    4                    4                  2.2                    2        2.02556859868      0.0447044122264
                  5118           2020-12-10                    4                    4                  2.2                    2        2.04252026529      0.0504700141004
                  5119           2020-12-10                    4                    5                  2.2                  1.9        2.03891509434      0.0511172566078
                  5121           2020-12-11                    4                    5                  2.3                    2        2.02623310194      0.0455408904216
                  5122           2020-12-11                    4                    5                  2.2                  1.9        2.01519134132      0.0379865309173
                  5123           2020-12-11                    4                    5                  2.2                  1.9        2.07989130435      0.0451806654785
                  5125           2020-12-14                    4                    5                  2.2                  1.9        2.05450052947      0.0526231037816
                  5126           2020-12-14                    4                    5                  2.2                  1.9        2.05055491772      0.0506055764354
                  5127           2020-12-14                    4                    5                  2.1                  1.9         2.0413029728      0.0501289663525
                  5129           2020-12-15                    4                    3                  2.1                  1.9         2.0202211127      0.0408690495594
                  5130           2020-12-15                    4                    3                  2.1                  1.9        2.00057230065      0.0164487520998
                  5131           2020-12-15                    4                    3                  2.2                  1.9         2.0173015873      0.0402652455286
                  5132           2020-12-15                    4                    3                  2.1                    2        2.03939393939      0.0488621681715
                  5134           2020-12-16                    4                    3                  2.2                  1.9        2.00343119915      0.0210841406343
                  5135           2020-12-16                    4                    3                  2.1                  1.9        2.00124271845      0.0133077581719
                  5136           2020-12-16                    4                    3                  2.1                    2         2.0012455516      0.0110907060799
                  5138           2020-12-17                    4                    3                  2.2                  1.9        2.02143911439      0.0439069271148
                  5139           2020-12-17                    4                    3                  2.2                  1.9        2.01648522551      0.0393425086318
                  5142           2020-12-18                    4                    5                  2.2                  1.9        2.04952520088      0.0537979838688
                  5143           2020-12-18                    4                    5                  2.2                  1.9        2.03553505535      0.0490047598025
                  5144           2020-12-18                    4                    5                  2.1                  1.9        2.01205673759       0.038546604941
                  5150           2020-12-21                    4                    1                  1.7                  1.4        1.55995429877      0.0492897068727
                  5152           2020-12-21                    4                    1                  1.6                  1.4        1.50900454358       0.028768621827
                  5153           2020-12-21                    4                    1                  1.6                  1.4        1.49773082942      0.0198472138535
                  5155           2020-12-22                    4                    1                  1.6                  1.4        1.49896870555      0.0104488397691
                  5156           2020-12-22                    4                    1                  1.6                  1.4        1.49898876405      0.0107276405028
                  5157           2020-12-22                    4                    1                  1.5                  1.4        1.49595083153      0.0197109381334
                  5159           2020-12-23                    4                    1                  1.6                  1.4         1.4981442577       0.014971548248
                  5160           2020-12-23                    4                    1                  1.5                  1.3        1.49480075901      0.0223714578126
                  5161           2020-12-23                    4                    1                  1.5                  1.4        1.49816753927      0.0134122392225
                  5164           2020-12-24                    4                    1                  1.5                  1.4         1.4788110868      0.0408646702852
                  5165           2020-12-24                    4                    1                  1.5                  1.4        1.46328777525      0.0482020230799
                  5167           2020-12-28                    1                    1                  1.6                  1.4        1.54887278583      0.0502283184826
                  5168           2020-12-28                    1                    1                  1.6                  1.4        1.50273768044      0.0201406547044
                  5169           2020-12-28                    1                    1                  1.6                  1.4        1.50091012514      0.0157941788749
                  5171           2020-12-29                    1                    1                  1.6                  1.4        1.50954645208      0.0318924995745
                  5172           2020-12-29                    1                    1                  1.6                  1.4         1.4986975987      0.0126926716513
                  5173           2020-12-29                    1                    1                  1.5                  1.4        1.49975267931     0.00496698114803
                  5176           2020-12-30                    1                    1                  1.6                  1.4        1.50447536668      0.0235664036377
                  5177           2020-12-30                    1                    1                  1.6                  1.4        1.49824495892      0.0152371262884
                  5178           2020-12-30                    1                    1                  1.6                  1.5        1.50016985138     0.00411780141738
                  5181           2020-12-31                    1                    1                  1.7                  1.5        1.60910399424      0.0333974557237
                  5182           2020-12-31                    1                    2                  1.7                  1.6        1.60084745763     0.00916665578508
                  5508           2021-04-12                    1                    1                  1.7                  1.5        1.60183028286      0.0176858653082
                  5508           2021-04-12                    1                    1                  1.7                  1.5        1.60183028286      0.0176858653082
                  5510           2021-04-13                    1                    1                  1.7                  1.5        1.60017863523     0.00906312825764
                  5510           2021-04-13                    1                    1                  1.7                  1.5        1.60017863523     0.00906312825764
                  5534           2021-04-21                    1                    2                  1.6                  1.5        1.54397106109      0.0496351880792
                  5534           2021-04-21                    1                    2                  1.6                  1.5        1.54397106109      0.0496351880792
                  5535           2021-04-21                    1                    3                  1.6                  1.4        1.57440381558      0.0438218214628
                  5535           2021-04-21                    1                    3                  1.6                  1.4        1.57440381558      0.0438218214628
