
*                 FILE                 DATE               TARGET                 FOIL          CURRENT_MAX          CURRENT_MIN          CURRENT_AVE          CURRENT_STD          VOLTAGE_MAX          VOLTAGE_MIN          VOLTAGE_AVE          VOLTAGE_STD                HFLOW            RATIO_MAX            RATIO_MIN            RATIO_AVE            RATIO_STD SOURCE_PERFORMANCE_AVE SOURCE_PERFORMANCE_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                  4636           2020-07-06                    1                    1                  508                  387        478.923577236        21.4792548102                  474                  411        424.525203252        9.72945902536                  4.5        5.12639029323         4.0103626943        4.81210987468       0.209376601964       0.240983606557                    0
                  4638           2020-07-07                    1                    1                  523                  375        478.560611447        21.7375427855                  481                  405        423.861002488        9.53174298923                  4.5        5.24573721163        3.84615384615        4.79197829438       0.211158571156       0.223076923077                    0
                  4639           2020-07-07                    1                    1                  538                  382         469.79049676        37.2549930898                  479                  399        429.529157667        16.0062323426                  4.5        5.44162436548        3.97089397089         4.9093276285       0.290461154937       0.240322580645                    0
                  4640           2020-07-07                    1                    1                  396                  297        380.843923504        14.7168947521                  544                  467        477.204194941        9.98318794901                  4.5        4.97474747475        3.85714285714        4.76848311912         0.1766379566            0.2296875                    0
                  4642           2020-07-08                    4                    2                  549                  358         506.75751073        31.3130942017                  499                  396        413.436695279        12.6664284726                  4.5          5.523138833        3.87027027027        5.07629948309        0.30823333051       0.213043478261                    0
                  4643           2020-07-08                    4                    2                  564                  396        533.386732002        26.7118703097                  470                  392        404.088202035         10.408493457                  4.5        5.66094853683        4.05737704918        5.34201026221       0.258768415191            0.2328125                    0
                  4644           2020-07-08                    4                    2                  566                  425        539.175609756        23.5950261448                  454                  392        402.456707317        8.83013569971                  4.5        5.70707070707        4.35005117707          5.406031036       0.229076457195             0.228125                    0
                  4646           2020-07-09                    4                    2                  539                  385        517.390280942        24.7370590881                  477                  399        409.291951405        10.1758734972                  4.5        5.42596348884        3.92057026477        5.17792100746       0.238489771407       0.245901639344                    0
                  4647           2020-07-09                    4                    2                  586                  384        547.784709015        30.7016350347                  480                  385        399.190566755        11.5356712062                  4.5        5.90312815338        3.99583766909        5.49172742024       0.303550015968       0.237096774194                    0
                  4648           2020-07-09                    4                    2                  418                  331        400.295040804        11.8129736744                  515                  455        466.009416196        7.29853319444                  4.5         5.2598225602        4.30429128739        5.00867490561       0.141488305547       0.230769230769                    0
                  4650           2020-07-10                    4                    2                  550                  403        528.383978939        14.6943915782                  465                  396        405.273787138        5.88496605637                  4.5        5.55329949239        4.25105485232        5.28756741011       0.142352148753       0.245161290323                    0
                  4651           2020-07-10                    4                    2                  582                  388        543.547405384        31.5379673227                  476                  386        401.238782677        11.9602649621                  4.5        5.86868686869        4.01240951396        5.44797659242        0.30841781451            0.2328125                    0
                  4652           2020-07-10                    4                    2                  598                  435         574.25832931         17.711279525                  457                  382         391.19942057        5.89415080119                  4.5        6.04863221884        4.75409836066        5.75271513475       0.169446897647       0.211764705882                    0
                  4654           2020-07-13                    4                    3                  467                  325        429.768869769        23.9987811093                  522                  429        447.503715291        13.4680086292                  4.5        4.69758064516        3.34018499486        4.30650940039       0.239245006046       0.288679245283                    0
                  4655           2020-07-13                    4                    3                  505                  349        476.312301587        25.7572090282                  499                  413        425.975793651        12.1627117416                  4.5        5.09090909091        3.57581967213        4.77362633349       0.252423072374       0.237096774194                    0
                  4656           2020-07-13                    4                    3                  520                  392        497.044729849        20.3827034027                  471                  407        417.870682019        8.56926757858                  4.5        5.24242424242         4.0621761658         4.9790758305       0.197418725953            0.2359375                    0
                  4658           2020-07-15                    4                    3                  463                  298        426.174301242        29.4900810961                  544                  430         449.72515528         17.197602592                  4.5        4.67545638945        3.02538071066        4.26618300039        0.29004893802                0.296                    0
                  4659           2020-07-15                    4                    3                  504                  340        472.991446345        20.0482486817                  511                  414         427.07503888        9.51295501823                  4.5        5.07552870091        3.55276907001        4.73628276359       0.194070973952       0.243333333333                    0
                  4661           2020-07-16                    4                    3                  483                  343        451.704015296        23.9928200528                  508                  421        436.861185468        12.0629421676                  4.5        4.85368314834        3.51074718526        4.52540800421       0.234648762087       0.263793103448                    0
                  4662           2020-07-16                    4                    3                  514                  383        493.862371331        17.5883729752                  479                  410        418.990468929          7.535119496                  4.5        5.18218623482        3.94845360825         4.9434165617       0.171215432731       0.240322580645                    0
                  4663           2020-07-16                    4                    3                  373                  302        361.240067625        11.8775743144                  540                  481        490.431952663         8.6269678897                  4.5         4.7095959596        3.89677419355        4.52613105914       0.140913012853       0.238709677419                    0
                  4665           2020-07-17                    4                    3                  504                  365        473.631677251        24.8805051088                  489                  413        427.684721703        11.3858188788                  4.5        5.07568113017        3.75514403292        4.74488226971       0.244190219975       0.235384615385                    0
                  4666           2020-07-17                    4                    4                  538                  377        508.396474119        21.1434915371                  486                  402        413.921605401        8.67420263028                  4.5        5.42510121457        4.04072883173        5.09352436425       0.207490204969       0.235483870968                    0
                  4667           2020-07-17                    4                    4                  537                  407        514.072134387        21.7807012474                  467                  402        412.249011858        8.98556423583                  4.5        5.41666666667        4.21761658031        5.15646288188        0.20923514502       0.224242424242                    0
                  4669           2020-07-20                    4                    4                  450                  323         416.12278481        23.6977920033                  522                  435        455.182278481        13.9472674107                  4.5        4.52525252525        3.29928498468        4.16857484868       0.233920111181                  0.3                    0
                  4670           2020-07-20                    4                    4                  497                  340        466.093896714        27.4173781233                  509                  416        430.715962441        13.4182709613                  4.5        5.01516683519        3.48360655738        4.66944757425       0.267580839497       0.240983606557                    0
                  4671           2020-07-20                    4                    4                  531                  358        497.842666667        23.3673440945                  499                  404        417.767238095        10.1270929872                  4.5        5.34743202417         3.8329764454        4.98537216603        0.22709185459              0.23125                    0
                  4677           2020-07-22                    4                    5                  500                  348        481.964102564        19.5850820068                  520                  416        424.379487179        9.17093714404                  4.5        5.04568527919        3.74596340151        4.82650236425       0.191427649486       0.261403508772                    0
                  4678           2020-07-22                    4                    5                  543                  401        513.596846847        22.3644651035                  468                  399        412.358108108        9.08436362586                  4.5        5.49796747967        4.12551440329        5.14335133848       0.218473025769              0.23125                    0
                  4679           2020-07-22                    4                    5                  553                  445        537.111610793        11.9577911641                  443                  396        403.973426002        4.54392897743                  4.5        5.56451612903        4.65481171548        5.37672486517       0.111048846825       0.208450704225                    0
                  4681           2020-07-23                    4                    5                  487                  393        465.015606711        15.2964384213                  471                  420        431.214592275        6.91670452613                  4.5        4.90433031219        4.01020408163        4.65483712645       0.153852959621       0.225373134328                    0
                  4682           2020-07-23                    4                    5                  508                  392        484.494077834        18.6120058381                  473                  411        423.588268472        8.26341006157                  4.5        5.12639029323        4.02877697842        4.85491279324       0.180531028707              0.23125                    0
                  4683           2020-07-23                    4                    5                  537                  383        512.891443167        19.9868019246                  479                  402        413.114942529        8.13602863233                  4.5        5.40867810293         4.1050375134        5.14265064887       0.194076720566       0.223880597015                    0
                  4685           2020-07-24                    4                    5                  502                  340        483.140031646        20.8724883731                  518                  414        423.758702532        9.74819052798                  4.5        5.06060606061        3.57894736842        4.83574360934       0.201125168457       0.251666666667                    0
                  4686           2020-07-24                    4                    5                  540                  367        505.895302548        27.2879597741                  489                  401        415.199044586        11.5657989821                  4.5        5.43434343434        3.75255623722         5.0678050333          0.268347534       0.233870967742                    0
                  4687           2020-07-24                    4                    5                  576                  409        536.760268562        25.3725439906                  465                  391        403.980252765        9.88610120788                  4.5        5.77822990844        4.19487179487         5.3709350911       0.242610587483       0.228787878788                    0
                  4695           2020-07-27                    1                    1                  375                  267        351.550859599        19.0485804239                  583                  481        500.805157593        14.4964920879                  4.5        3.76257545272        2.72448979592        3.51775308969       0.187128220877                 0.25                    0
                  4696           2020-07-27                    1                    1                  371                  301        358.011047619         10.372393389                  544                  487        497.355428571        7.38480770341                  4.5        3.73860182371        3.09034907598        3.58010351269       0.099203302608       0.253448275862                    0
                  4697           2020-07-27                    1                    1                  375                  310        359.673624288         8.7398478245                  540                  487        497.633776091        6.26953399537                  4.5        3.78159757331        3.25972660358        3.60009418546      0.0828965740525       0.256140350877                    0
                  4699           2020-07-28                    1                    1                  358                  291        343.023843416        10.8543151544                  555                  496        508.830604982        8.13956043764                  4.5         3.6052366566        2.97850562948        3.43160372894        0.10688850441       0.248387096774                    0
                  4700           2020-07-28                    1                    1                  367                  307        356.528779739        10.0015989036                  543                  492        500.406753645         7.2959802728                  4.5        3.69323915237        3.09788092836        3.56808639884      0.0971303805368       0.252631578947                    0
                  4701           2020-07-28                    1                    1                  380                  313         365.63322884        10.3675968396                  536                  483        494.148678907        7.26125109051                  4.5        3.83451059536        3.20368474923        3.65986315892        0.09934648747       0.242372881356                    0
                  4703           2020-07-29                    1                    1                  373                  312        350.326220615        9.99963379086                  536                  489        503.384086799         7.0384143532                  4.5        3.75378405651        3.15470171891        3.50536772777      0.0987689315506       0.224242424242                    0
                  4704           2020-07-29                    1                    1                  385                  313        368.060767186        10.0680607764                  534                  481        492.053551082        6.93728208712                  4.5        3.88663967611        3.17635270541        3.68305485775      0.0969298451699       0.247540983607                    0
                  4706           2020-07-29                    1                    2                  370                  304        357.600500417        11.1054405026                  544                  490        499.638031693        8.00557071239                  4.5        3.71975806452        3.09257375381        3.58444043085       0.106481612792       0.249152542373                    0
                  4708           2020-07-30                    1                    2                  365                  295        346.685371517         13.129257485                  550                  492        505.675309598        9.65673590189                  4.5        3.67408906883        3.00713557594        3.46981781644       0.130394097855                0.292                    0
                  4709           2020-07-30                    1                    2                  375                  319        357.257595208        8.46920287769                  528                  486        498.837398374        5.79186167785                  4.5        3.76128385155        3.24847250509        3.57456311874      0.0830481949104       0.261403508772                    0
                  4710           2020-07-30                    1                    2                  336                  298              329.925        6.82966873282                  553                  514             519.7875        6.07802136801                  4.5        3.38709677419        3.11064718163        3.31430321695       0.060398210596       0.254237288136                    0
                  4716           2020-08-03                    4                    1                  333                  254        318.509215757        8.31098469314                  613                  512        525.575713769        7.38927146875                  4.5        3.34681496461        2.64308012487         3.1841773043      0.0831619479662       0.264285714286                    0
                  4717           2020-08-03                    4                    1                  370                  281        353.576123407        13.9548017644                  565                  487        499.531522468        10.2550397695                  4.5        3.72351160444        2.84412955466        3.53609019856       0.136556042199       0.252542372881                    0
                  4718           2020-08-03                    4                    1                  366                  311        355.548605241        8.78401275808                  537                  490        498.644970414        6.33262878261                  4.5        3.68951612903        3.20618556701        3.55975091397      0.0856919026028       0.262068965517                    0
                  4720           2020-08-04                    1                    2                  358                  237        336.438888889        16.4708206261                  622                  493        511.733333333        13.6009667412                  4.5        3.59798994975        2.52934898613        3.36851679607       0.160603202345       0.310416666667                    0
                  4721           2020-08-04                    1                    2                  364                  278        350.940271162        10.9189569975                  581                  490        501.840600953        8.03723611166                  4.5        3.68048533873        3.02173913043        3.51403585904       0.108024200377       0.252542372881                    0
                  4722           2020-08-04                    1                    2                  364                  308        351.460093897        7.70430974998                  546                  490        501.971830986        5.88896915261                  4.5        3.66197183099        3.25581395349        3.52379443546      0.0689460962772       0.247457627119                    0
                  4724           2020-08-05                    1                    2                  364                  304        349.127220007        9.21410476563                  540                  492        502.931134469        6.68823453315                  4.5        3.66026289181        3.08004052685        3.49299571432      0.0903375681558            0.2296875                    0
                  4729           2020-08-06                    1                    3                  364                  288        347.185996409        10.6947470094                  559                  490        503.507001795        7.67102111706                  4.5        3.67781155015        2.98445595855        3.47365590423       0.104330404723            0.2390625                    0
                  4730           2020-08-06                    1                    3                  388                  298        370.049850075        11.4238625871                  547                  477        488.745127436        8.03111188549                  4.5        3.89336016097        3.07216494845        3.70157615274       0.110735720659       0.241935483871                    0
                  4731           2020-08-06                    1                    3                  309                  258        298.655380895        7.76318035551                  587                  536        545.284159613        7.46002830819                  4.5        3.89808917197        3.22903629537        3.73451932764      0.0950252180117       0.246666666667                    0
                  4734           2020-08-07                    1                    3                  381                  300        359.361762615        12.7495658978                  546                  480        495.522032694        8.70682839425                  4.5        3.83064516129        3.02419354839        3.59579232228       0.126432310559       0.226153846154                    0
                  4735           2020-08-07                    1                    3                  377                  314         365.51434644        11.3733405826                  533                  481        492.350690755         7.9157540795                  4.5        3.80566801619         3.1959798995        3.66311122076       0.110054938869       0.240322580645                    0
                  4736           2020-08-07                    1                    3                  394                  314        381.793359762        11.4951799918                  546                  473        482.457879088        7.76637691385                  4.5        3.97163120567        3.18135764944        3.82115394074       0.110993044091       0.241666666667                    0
                  4737           2020-08-08                    4                    1                  192                  177             188.9375         2.0407948819                  720                  684            688.76875        4.25253141523                  4.5        3.77470355731             3.515625        3.70362474239      0.0393201448261       0.316326530612                    0
                  4738           2020-08-08                    4                    1                  343                  311             336.2725        4.89726900936                  536                  505             511.7525        4.14984864182                  4.5        3.46464646465        3.18974358974        3.36729635476      0.0465884604539                 0.25                    0
                  4741           2020-08-10                    4                    1                  347                  267        324.095627444        14.3082871114                  581                  500        521.041948098        12.0236620918                  4.5        3.49798387097        2.69696969697        3.24095605553       0.140824808922       0.259649122807                    0
                  4742           2020-08-10                    4                    1                  376                  298        358.000377358        11.5583670522                  553                  484        496.335849057        8.23171717659                  4.5        3.77664974619        2.99798792757        3.58222134174       0.112997872682       0.251666666667                    0
                  4743           2020-08-10                    4                    1                  391                  318             369.9125        9.70002876468                  528                  474        489.038392857        6.69230295531                  4.5        3.92570281124         3.2548618219        3.70218964286      0.0944815973151       0.248333333333                    0
                  4749           2020-08-11                    4                    4                  366                  283        353.286995516        13.7386940533                  578                  490        500.739910314        10.7254600073                  4.5        3.68580060423        2.92355371901        3.53976263738       0.132059120352       0.247457627119                    0
                  4751           2020-08-12                    4                    4                  367                  305        348.931929825        12.1810723808                  540                  489        502.875087719        8.75133135191                  4.5        3.70070778564        3.11542390194        3.49165408459       0.119653727824       0.227692307692                    0
                  4752           2020-08-12                    4                    4                  384                  308        367.746691871        9.57458599605                  541                  480         490.62268431        6.60095195464                  4.5        3.88775510204        3.16872427984        3.67701182411      0.0932012014855       0.245901639344                    0
                  4753           2020-08-12                    4                    4                  302                  266        293.927374302        6.04547749426                  581                  541        549.891061453        5.98187471703                  4.5        3.80832282472        3.33751568381        3.67593902223      0.0735023171107       0.251666666667                    0
                  4755           2020-08-13                    4                    4                  368                  303        353.342965779        11.3509290899                  544                  489        499.853992395        8.32249078594                  4.5        3.69959677419        3.06370070779        3.53388933884       0.110240438898        0.25593220339                    0
                  4756           2020-08-13                    4                    4                  384                  303        363.965142429        11.3541160539                  550                  480        493.111694153        8.01995064662                  4.5        3.84615384615        3.06060606061        3.64184015771        0.10978560492       0.252631578947                    0
                  4758           2020-08-14                    4                    4                  364                  289        347.657993967        11.9752573054                  563                  490         503.78959276        8.86199268301                  4.5        3.67408906883        3.01670146138        3.48039454345       0.118337276069       0.254237288136                    0
                  4759           2020-08-14                    4                    4                  376                  306        360.936622391        10.9469033501                  543                  483        495.061480076        7.75722813392                  4.5        3.77530364372        3.09090909091        3.61272285356       0.107623337629       0.257627118644                    0
                  4760           2020-08-14                    4                    4                  307                  269        294.240618102        5.29194188544                  577                  539        549.323031641        5.20097836424                  4.5        3.83838383838                  3.4        3.68075079768      0.0640274396691                 0.25                    0
                  4762           2020-08-17                    1                    5                  340                  257        312.821089631        19.3016197598                  591                  506        530.777504394        17.3325598522                  4.5        3.42078708375        2.58551307847        3.13176281201       0.192760183785       0.276363636364                    0
                  4763           2020-08-17                    1                    5                  361                  269        339.619226436        13.8219444836                  584                  492        509.107022155         10.681095683                  4.5        3.63360323887        2.80500521376        3.39992282932       0.137071597677       0.250847457627                    0
                  4764           2020-08-17                    1                    5                  348                  288        336.710503089        9.38953263203                  556                  502        511.775816417        7.61108133054                  4.5        3.49798387097        2.92682926829        3.37214787153      0.0898793338936       0.263157894737                    0
                  4766           2020-08-18                    1                    5                  359                  278        333.679749913        16.1859068607                  566                  492        513.828759986         12.742521643                  4.5        3.62348178138        2.81092012133        3.34104988916       0.162783535369       0.247540983607                    0
                  4767           2020-08-18                    1                    5                  364                  276        351.402190332        10.7164544983                  577                  492        501.231117825        7.98314301929                  4.5        3.66497461929        2.95187165775         3.5157771129       0.104390646136       0.255172413793                    0
                  4768           2020-08-18                    1                    5                  269                  234        262.279307282        4.78996303524                  618                  572        582.104351687        5.39317695028                  4.5        3.87050359712        3.36206896552        3.74768139922      0.0675037599154       0.245901639344                    0
                  4770           2020-08-19                    1                    5                  360                  290        343.276528461          10.06129095                  555                  495        507.092761771        7.64890851285                  4.5        3.63360323887        3.01142263759        3.43510493197       0.100399973786               0.2375                    0
                  4771           2020-08-19                    1                    5                  376                  307        363.171833142        9.99406342958                  541                  484        493.767699962        7.09289932058                  4.5        3.77263581489        3.12309257375        3.63437164323      0.0972457306302       0.254237288136                    0
                  4772           2020-08-19                    1                    5                  304                  259        294.975565058        5.69629564881                  591                  540        548.787416005        5.75768169095                  4.5        3.84810126582        3.26607818411        3.68893257655      0.0702966453622       0.249152542373                    0
                  4774           2020-08-20                    1                    6                  374                  286        348.829875519        14.3307678362                  566                  484        503.492267069        10.6016765482                  4.5        3.77530364372        2.94541709578        3.49274791429       0.143772538042       0.254237288136                    0
                  4775           2020-08-20                    1                    6                  370                  275        351.992057489        12.0871274911                  575                  489        501.770423601         9.2439547062                  4.5        3.71485943775        2.83505154639        3.52141487687       0.117694963951        0.25593220339                    0
                  4777           2020-08-21                    1                    6                  364                  284         340.61567588        14.2755236655                  568                  490        509.333964407        10.8990660872                  4.5        3.70569280344        2.88911495422        3.40931744196       0.142128106667       0.266666666667                    0
                  4778           2020-08-21                    1                    6                  363                  281        346.470894874        12.3100255448                  569                  493        505.438748914        9.64024613851                  4.5        3.65754812563        2.85279187817        3.46922643705       0.118876958779       0.240983606557                    0
                  4780           2020-08-21                    4                    5                  375                  312        364.033656298        7.14994851275                  549                  486        493.372259052        5.03998549554                  4.5        3.77777777778        3.26701570681         3.6412114043      0.0684250495582       0.229230769231                    0
                  4781           2020-08-21                    4                    5                  301                  256         291.81294964        6.28927183547                  594                  543        552.094244604        6.41505950543                  4.5        3.77833753149        3.21204516939         3.6494490891       0.074965268422                 0.25                    0
                  4782           2020-08-23                    1                    6                  165                  141        159.214105793         4.6017193719                  812                  738         753.76070529        12.0321009556                  4.5        3.33333333333         2.8313253012        3.18563765088      0.0912579635765                0.298                    0
                  4783           2020-08-23                    4                    5                  168                  150        164.260204082         2.4925701757                  788                  730        739.897959184        6.82019778862                  4.5        3.30708661417        2.96442687747        3.22140822371      0.0465133709617        0.28679245283                    0
                  4784           2020-08-23                    1                    6                  309                  269        304.647482014        4.98707678974                  577                  530        535.884892086        4.72365211007                  4.5        3.10728744939        2.72267206478        3.04842970652      0.0437025914473       0.272727272727                    0
                  4786           2020-08-24                    4                    5                  340                  251        316.356727148        18.2326466653                  599                  506        527.037315988        15.9538976827                  4.5        3.43147208122        2.53791708797        3.16537732894       0.180985971521        0.27962962963                    0
                  4787           2020-08-24                    4                    5                  357                  280        340.732531931        11.2241616249                  563                  496        507.963561232        8.76244345297                  4.5        3.60970677452        2.83975659229        3.40896643822       0.110479878555       0.259649122807                    0
                  4789           2020-08-24                    4                    5                  362                  307        349.958435208        8.45421921234                  539                  492        501.841075795        6.25461588505                  4.5        3.63911290323        3.10728744939        3.50190552348      0.0813101932367       0.259649122807                    0
                  4791           2020-08-25                    4                    5                  357                  290         338.04691358        12.3233730765                  555                  495        510.283950617        9.54296734053                  4.5         3.6032388664        2.92929292929        3.38282234486       0.123750441351        0.24262295082                    0
                  4792           2020-08-25                    4                    5                  371                  291        355.526475038        11.3874009185                  555                  486         498.32677761        8.34690517953                  4.5        3.74239350913        3.00309597523        3.55765761384       0.110130482822       0.258620689655                    0
                  4793           2020-08-25                    4                    5                  369                  312        358.198250729        8.66791256937                  534                  489        496.854227405        6.20621761896                  4.5        3.69849246231                  3.2        3.58496240985      0.0820004435261        0.25593220339                    0
                  4795           2020-08-26                    4                    5                  368                  288        347.996857542        13.5659851766                  559                  489        503.491620112        9.93055142302                  4.5        3.71717171717        2.93279022403        3.48119833324       0.134704938853       0.248387096774                    0
                  4798           2020-08-27                    4                    5                  368                  288        350.135904156        12.3359268207                  561                  489        501.910146013        9.11933519754                  4.5        3.70070778564        3.03477344573        3.50408757058       0.123106881775       0.263157894737                    0
                  4799           2020-08-27                    4                    5                  380                  309        364.508560311        11.7872237051                  537                  480        492.251750973        8.27259591891                  4.5        3.83756345178        3.13069908815        3.64785622671       0.116401964694       0.259649122807                    0
                  4801           2020-08-28                    4                    6                  363                  297        340.783610272        10.4663720007                  549                  490        508.579305136        8.04540893648                  4.5        3.62260343088        2.99093655589         3.4076336689       0.102985091038       0.253333333333                    0
                  4802           2020-08-28                    4                    6                  363                  300        352.053755242        7.93716796757                  546                  492        500.963400686         5.8278285963                  4.5        3.63453815261        3.03336703741        3.52113391386      0.0767209402134       0.252542372881                    0
                  4803           2020-08-28                    4                    6                  371                  310        357.870523416        9.25305617006                  534                  487        497.202754821        6.72831221395                  4.5        3.74369323915        3.12815338042         3.5818877166      0.0882858425585       0.241666666667                    0
                  4804           2020-08-31                    4                    6                  104                   85        98.6779661017        3.40351957539                 1064                  936        958.384987893        18.3087448459                  4.5         4.1975308642        3.46456692913        3.94676436061       0.141662017185        0.30612244898                    0
                  4805           2020-08-31                    4                    6                  326                  238         304.01781432         15.331230105                  621                  517        537.855087359        14.6066350065                  4.5        3.28282828283        2.51319957761        3.04198549015       0.152707117982       0.274545454545                    0
                  4806           2020-08-31                    4                    6                  352                  269         331.36565507        12.6188903076                  577                  498        514.720947446        10.3348739915                  4.5        3.52822580645        2.71442986882        3.31565654976       0.123897338106       0.249152542373                    0
                  4807           2020-08-31                    4                    6                  345                  307         332.59602649        6.76979932396                  536                  503        514.165562914        5.33979660414                  4.5        3.48484848485        3.09164149043        3.33204839044       0.062918047513       0.252631578947                    0
                  4809           2020-09-01                    4                    6                  352                  249        330.683074593         14.165753957                  610                  498        515.584248391         11.683564587                  4.5        3.54969574037        2.67741935484        3.30938150233       0.138919158159       0.267272727273                    0
                  4811           2020-09-01                    4                    6                  370                  314        361.486842105        6.86176616965                  537                  487        493.985323887        4.92055171156                  4.5        3.72608257805         3.2304526749        3.61758043626      0.0649496783765       0.239344262295                    0
                  4815           2020-09-02                    4                    4                  373                  298        354.223809524        12.1498122005                  550                  483        498.310204082        8.65497171183                  4.5        3.77148634985         3.0131445905        3.54245455567       0.120402638539       0.222727272727                    0
                  4816           2020-09-02                    4                    4                  383                  319        370.810190587        9.00692013237                  528                  479        487.776351614        6.21075472096                  4.5        3.85699899295         3.2418699187        3.70967662823      0.0877347559025                 0.25                    0
