
*                 FILE                 DATE               TARGET                 FOIL     DEE1_VOLTAGE_MAX     DEE1_VOLTAGE_MIN     DEE1_VOLTAGE_AVE     DEE1_VOLTAGE_STD     DEE2_VOLTAGE_MAX     DEE2_VOLTAGE_MIN     DEE2_VOLTAGE_AVE     DEE2_VOLTAGE_STD    FORWARD_POWER_MAX    FORWARD_POWER_MIN    FORWARD_POWER_AVE    FORWARD_POWER_STD  REFLECTED_POWER_MAX  REFLECTED_POWER_MIN  REFLECTED_POWER_AVE  REFLECTED_POWER_STD       PHASE_LOAD_MAX       PHASE_LOAD_MIN       PHASE_LOAD_AVE       PHASE_LOAD_STD            FLAP1_MAX            FLAP1_MIN            FLAP1_AVE            FLAP1_STD            FLAP2_MAX            FLAP2_MIN            FLAP2_AVE            FLAP2_STD
$                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                  4767           2020-08-18                    1                    5                 39.1                 38.5         38.816276435       0.110595213401                 40.6                 39.9        40.3216012085         0.1207423083                 11.5                 10.8        11.0627265861       0.126436032285                  0.4                  0.2       0.229456193353      0.0461608286224                   38                 34.6        36.4167296072       0.815199472929                 37.7                 33.5        35.4215634441       0.722365702543                   38                 34.6        36.4167296072       0.815199472929
                  4768           2020-08-18                    1                    5                 39.1                 38.5        38.8157193606      0.0998300835191                 40.8                 40.1        40.3180284192       0.110038032706                   11                 10.3        10.5468916519       0.122923682014                  0.3                  0.1       0.159724689165      0.0498533787489                 38.3                 35.6        36.9755328597       0.518940485611                   38                 34.4        35.9167850799        0.50354230288                 38.3                 35.6        36.9755328597       0.518940485611
                  4770           2020-08-19                    1                    5                 39.1                 38.5        38.8159873507      0.0973337015298                 40.6                   40        40.3213633169       0.106435755453                 11.5                 10.8        11.0815530569       0.121771786783                  0.4                  0.2       0.225614898103      0.0442103907884                 37.2                 32.8        35.1186929023        1.05026609378                 36.6                 32.1        34.2113492621        0.85444220129                 37.2                 32.8        35.1186929023        1.05026609378
                  4771           2020-08-19                    1                    5                 39.1                 38.5        38.8176042863       0.102942180614                 40.7                   40        40.3218140069       0.112066832623                 11.7                 10.8        11.0817451206       0.120972020389                  0.4                  0.2       0.231572904707      0.0471346418159                   38                 34.5        36.3248373517       0.824732049141                 37.4                 33.5        35.3548411787       0.694037604979                   38                 34.5        36.3248373517       0.824732049141
                  4772           2020-08-19                    1                    5                 39.2                 38.5        38.8153940134       0.107370614729                 40.8                 39.9         40.322724496       0.119289918926                 11.1                 10.4        10.7367745877       0.112792536435                  0.3                  0.1       0.201160659743      0.0127901808915                 37.4                 34.5        35.8787416005       0.575099368693                 37.4                 33.5        35.1268173488       0.501307221159                 37.4                 34.5        35.8787416005       0.575099368693
                  4774           2020-08-20                    1                    6                 39.1                 38.5        38.8184835911      0.0940603112301                 40.8                   40        40.3205960015       0.105158281515                 11.5                 10.7        11.0972840438       0.123967550778                  0.4                  0.2       0.226442851754      0.0453676714189                 36.6                 32.2        34.6470011316        1.02443987124                 36.4                 31.1        33.8086759713       0.810488685743                 36.6                 32.2        34.6470011316        1.02443987124
                  4775           2020-08-20                    1                    6                 39.2                 38.5        38.8134644478      0.0996602884457                 40.9                 39.8         40.320688351       0.109631391754                 11.5                 10.8        11.0547655068       0.124389514699                  0.4                  0.2       0.224508320726      0.0439702348132                 37.4                   33        35.4556732224        1.00884606676                 37.2                   32         34.671709531       0.829355479692                 37.4                   33        35.4556732224        1.00884606676
                  4777           2020-08-21                    1                    6                 39.2                 38.5        38.8141234381       0.102196986581                 40.8                   40        40.3168496782       0.113229734874                 11.6                 10.7        11.0672851193       0.130784824488                  0.5                  0.2       0.220522529345      0.0414050782321                 36.7                 32.4        34.6925028398        1.04403093309                 37.2                 31.5        33.9704657327        1.00037409268                 36.7                 32.4        34.6925028398        1.04403093309
                  4778           2020-08-21                    1                    6                   39                 38.5        38.8116420504      0.0874585493219                 40.7                   40        40.3231103388      0.0968005328938                 11.5                 10.8        11.0165942659       0.118684688097                  0.4                  0.2       0.223197219809      0.0428221853467                 37.1                   35        35.9978279757       0.395637120964                 37.9                 34.6        36.0711555169       0.484604295625                 37.1                   35        35.9978279757       0.395637120964
                  4780           2020-08-21                    4                    5                 39.1                 38.5        38.8169301377      0.0924424085193                 40.7                 39.9        40.3236613972        0.10481063074                 11.5                 10.8        11.0980112188        0.11673407969                  0.4                  0.2       0.236409994901      0.0494762284032                   38                 35.4         36.757572667       0.583213261388                 38.9                   35        36.7292707802       0.509121218075                   38                 35.4         36.757572667       0.583213261388
                  4781           2020-08-21                    4                    5                 39.2                 38.6        38.8152517986      0.0969931462034                 40.6                   40        40.3210071942       0.104800564033                 11.2                 10.4        10.7373381295       0.109255660437                  0.3                  0.2       0.200863309353     0.00925125030543                 37.1                 34.6        35.8213669065       0.510702297432                 37.4                 33.4        35.1524460432       0.508026711084                 37.1                 34.6        35.8213669065       0.510702297432
                  4782           2020-08-23                    1                    6                   39                 38.6        38.8196473552       0.065182375995                 40.8                 39.8        40.3302267003       0.179821347089                 10.8                   10        10.2531486146       0.138983030258                  0.3                  0.1       0.125188916877      0.0523529686651                 33.1                 31.6        32.3355163728       0.351854457916                 33.5                 31.1        32.4549118388       0.431571791677                 33.1                 31.6        32.3355163728       0.351854457916
                  4783           2020-08-23                    4                    5                   39                 38.6        38.8204081633      0.0817027760044                 40.6                   40        40.3278061224      0.0926772056782                 10.6                   10        10.2408163265       0.101856977253                  0.2                  0.1       0.104336734694      0.0203682645697                 34.5                 33.2        33.7660714286       0.270575492125                 34.6                 32.6        33.4517857143       0.317751788318                 34.5                 33.2        33.7660714286       0.270575492125
                  4784           2020-08-23                    1                    6                 39.1                 38.6         38.823501199       0.092262895278                 40.6                   40        40.3258992806       0.108844902853                 11.4                 10.9        11.0901678657       0.113476650631                  0.3                  0.2       0.225419664269      0.0435408669566                 35.4                 34.2        34.7414868106       0.222759444715                 35.5                 33.1        34.2446043165       0.328393954326                 35.4                 34.2        34.7414868106       0.222759444715
                  4786           2020-08-24                    4                    5                 39.1                 38.5        38.8159876755      0.0959704671072                 40.7                   40        40.3209517289       0.107024353875                 11.6                 10.8        11.1400547758       0.123252719555                  0.4                  0.2       0.237589866484      0.0498976448407                 37.6                 33.3        35.7602533379        1.09687168569                 38.4                 32.9         35.534714139        1.06743845247                 37.6                 33.3        35.7602533379        1.09687168569
                  4787           2020-08-24                    4                    5                 39.2                 38.5        38.8151014275       0.106252542489                 40.8                 39.7         40.320661157       0.126953016925                 11.6                 10.8        11.1193087904       0.131093087198                  0.4                  0.2       0.238091660406      0.0514898457995                 38.5                 35.9        37.3090157776       0.589108388342                 38.7                 33.8        36.1338467318       0.864879577019                 38.5                 35.9        37.3090157776       0.589108388342
                  4789           2020-08-24                    4                    5                 39.2                 38.5        38.8178484108       0.120153799174                 40.7                   40        40.3234107579       0.134312903223                 11.5                 10.8        11.1216992665       0.128560955734                  0.4                  0.2       0.239119804401      0.0499163880264                 37.5                 34.8        36.1408924205       0.600811542174                 38.2                 34.4        36.2416259169       0.604514027707                 37.5                 34.8        36.1408924205       0.600811542174
                  4791           2020-08-25                    4                    5                 39.2                 38.5        38.8160846561       0.099534258781                 40.7                   40        40.3243738977       0.109811066973                 11.6                 10.8        11.1254320988       0.118688223592                  0.5                  0.2       0.234814814815      0.0490249829332                   37                   33        35.1565432099        1.00487807107                 36.8                   32         34.222680776       0.788893723683                   37                   33        35.1565432099        1.00487807107
                  4792           2020-08-25                    4                    5                 39.3                 38.5        38.8212178517       0.109114990417                 40.7                 39.9        40.3290468986       0.116830945441                 11.6                 10.8        11.1282526475       0.126424601006                  0.4                  0.2       0.237329803328      0.0491437593343                 37.8                 34.5        36.2908093797       0.798648316285                 37.8                 33.2         35.291225416       0.736840278956                 37.8                 34.5        36.2908093797       0.798648316285
                  4793           2020-08-25                    4                    5                 39.2                 38.6        38.8161321672       0.117274714347                 40.9                   40        40.3289601555       0.129200980864                 11.6                 10.8        11.1178814383       0.133397633434                  0.4                  0.2       0.241885325559      0.0514582536077                 36.1                 34.2          35.20505345       0.418328528881                 36.4                 33.1         34.436345967       0.439520744422                 36.1                 34.2          35.20505345       0.418328528881
                  4795           2020-08-26                    4                    5                 39.1                 38.5        38.8198673184      0.0993687295218                 40.6                 39.9         40.323777933       0.109069712033                 11.6                 10.8        11.1514664804       0.117993349138                  0.4                  0.2       0.237674581006      0.0495260805027                 37.1                 32.8        35.0989175978        1.03435515573                 36.6                 32.1        34.1275837989       0.835729049785                 37.1                 32.8        35.0989175978        1.03435515573
                  4798           2020-08-27                    4                    5                 39.1                 38.4         38.813216024       0.106690233027                 40.9                 39.9        40.3212654437       0.118033498219                 11.6                 10.9        11.1692624485       0.122017311351                  0.4                  0.2       0.243167353051      0.0513859002304                 36.6                 32.1        34.5541744665        1.09506071809                 36.6                 31.4        33.6818045676       0.834952409879                 36.6                 32.1        34.5541744665        1.09506071809
                  4799           2020-08-27                    4                    5                 39.2                 38.5        38.8152529183       0.123285259048                 40.8                 39.6                40.32       0.137305929544                 11.6                 10.9        11.1881322957       0.130500436094                  0.5                  0.2       0.246342412451      0.0526001682065                 37.5                 33.3        35.4588715953       0.973329703204                 37.4                 32.4        34.5657587549       0.816561732157                 37.5                 33.3        35.4588715953       0.973329703204
                  4801           2020-08-28                    4                    6                 39.2                 38.5        38.8182401813       0.106348695488                 40.7                 39.9        40.3250377644       0.115508197064                 11.6                 10.8        11.1445619335       0.124191785713                  0.5                  0.2       0.234705438066      0.0492411072902                 36.5                 32.2        34.5592522659        1.04396794891                 36.4                 31.9        33.7398791541       0.806976931438                 36.5                 32.2        34.5592522659        1.04396794891
                  4802           2020-08-28                    4                    6                 39.2                 38.5        38.8141822341       0.103967099572                 40.7                   40        40.3206252383         0.1136410442                 11.6                 10.7        11.1043461685       0.121890142721                  0.4                  0.2       0.230041936714      0.0469126726088                 37.5                 34.1         36.039573008       0.838665388985                   38                 33.4        35.1842165459       0.806045250507                 37.5                 34.1         36.039573008       0.838665388985
                  4803           2020-08-28                    4                    6                 39.1                 38.5        38.8191735537       0.111223499535                 40.8                   40        40.3245730028       0.121478595145                 11.6                 10.8        11.1015977961       0.128447749914                  0.4                  0.2       0.233278236915      0.0485037528886                 37.5                 34.8        36.2072727273       0.606413836457                 37.3                 33.5        35.4691460055       0.635060213326                 37.5                 34.8        36.2072727273       0.606413836457
                  4804           2020-08-31                    4                    6                   39                 38.6        38.8152542373      0.0694826664169                 40.6                   40        40.3196125908      0.0848176796199                 10.1                  9.5        9.78498789346      0.0853269589642                  0.2                  0.1       0.100968523002     0.00979358276811                 33.1                 31.1        32.0772397094       0.447229982028                 33.9                 31.1        32.4818401937        0.35658387741                 33.1                 31.1        32.0772397094       0.447229982028
                  4805           2020-08-31                    4                    6                 39.1                 38.5        38.8196300103      0.0985770643681                 40.7                 39.9        40.3254196643       0.109741140044                 11.5                 10.8        11.0989037342       0.119546493669                  0.4                  0.2       0.226584446728      0.0450991330661                 37.4                 32.7        35.1369989723          1.123397814                 37.3                 32.1        34.3130181569       0.919818210073                 37.4                 32.7        35.1369989723          1.123397814
                  4806           2020-08-31                    4                    6                 39.1                 38.5        38.8178756477       0.100381592841                 40.8                   40        40.3233900814       0.108146600569                 11.6                 10.8        11.0787194671       0.121589475292                  0.4                  0.2       0.228386380459      0.0457391172448                 38.4                 35.6        37.1257957069       0.644102103762                 38.7                 33.9        35.9596965211       0.645057778656                 38.4                 35.6        37.1257957069       0.644102103762
                  4807           2020-08-31                    4                    6                 39.1                 38.4        38.8101545254       0.125837496239                 40.6                   40        40.3167770419       0.129632648584                 11.5                 10.8        11.0933774834       0.133058207734                  0.3                  0.2       0.225386313466      0.0435220224162                 36.2                 34.7        35.5156732892       0.277797707963                   37                 34.4         35.757615894       0.440815582584                 36.2                 34.7        35.5156732892       0.277797707963
                  4809           2020-09-01                    4                    6                 39.2                 38.5        38.8209390382      0.0973952143942                 40.7                 39.8        40.3243468383       0.109773265164                 11.6                 10.8        11.1224536161       0.119981224973                  0.4                  0.2       0.229004165089      0.0461229977116                 36.7                 32.3         34.721431276         1.0426909725                 36.6                 31.2        33.9832260507       0.844158696785                 36.7                 32.3         34.721431276         1.0426909725
                  4811           2020-09-01                    4                    6                 39.2                 38.5        38.8149291498       0.125594920475                 40.7                   40         40.320242915        0.13548212642                 11.6                 10.8        11.1384109312       0.137086903057                  0.5                  0.2       0.240941295547      0.0504927600849                   38                 35.5        36.7201417004       0.508907677733                 37.8                 33.8        35.7603238866        0.57286365707                   38                 35.5        36.7201417004       0.508907677733
                  4815           2020-09-02                    4                    4                 39.2                 38.5        38.8202040816       0.104620918472                 40.7                   40        40.3272789116       0.114986292133                 11.6                 10.8        11.1638095238       0.121287499753                  0.4                  0.2       0.242551020408      0.0510664078349                   37                 32.7        35.0518027211        1.01298045552                 36.8                 32.2        34.1600680272       0.816711505029                   37                 32.7        35.0518027211        1.01298045552
                  4816           2020-09-02                    4                    4                 39.2                 38.5        38.8192532089       0.112080439666                 40.7                   40         40.324192921         0.1218858689                 11.7                 10.8        11.1638661999       0.122328583617                  0.4                  0.2       0.247257876313       0.051003801797                 37.5                 34.3        36.0070011669        0.77842703572                 37.4                 33.1        35.1256709452       0.765404669885                 37.5                 34.3        36.0070011669        0.77842703572
                  4817           2020-09-02                    4                    4                   39                 38.6        38.8141414141       0.109184396904                 40.6                 39.8        40.3050505051       0.130557265096                 11.5                 10.8        11.1111111111       0.144172237685                  0.3                  0.2       0.246464646465       0.049874856144                 36.4                 35.5        36.0242424242       0.215130173931                 36.6                 33.8        35.3242424242       0.422615929727                 36.4                 35.5        36.0242424242       0.215130173931
                  4819           2020-09-03                    4                    4                 39.2                 38.5        38.8228603604       0.101338274932                 40.7                 39.9        40.3293543544       0.112447000344                 11.8                 10.9        11.1802927928       0.120645429577                  0.5                  0.2        0.24298048048      0.0518745273324                 36.2                 31.9        34.3352477477         1.0648210801                 37.2                 31.4        34.2481606607        1.10874069382                 36.2                 31.9        34.3352477477         1.0648210801
                  4820           2020-09-03                    4                    4                 39.2                 38.6        38.8163472379       0.105715818731                 40.8                   40        40.3219090567       0.117202616054                 11.6                 10.9        11.1517850432       0.120882420479                  0.4                  0.2       0.248741074784      0.0508783526126                   38                 34.6         36.274220218       0.785233769818                 37.7                 33.1        35.2146561443       0.727612996599                   38                 34.6         36.274220218       0.785233769818
                  4822           2020-09-04                    4                    4                 39.2                 38.5        38.8170953101       0.107275593418                 40.7                   40        40.3232223903        0.11924203579                 11.7                 10.8        11.1768154312       0.120181383861                  0.5                  0.2       0.240809379728      0.0506637782782                 36.5                 32.1        34.4917927383        1.10245426635                 36.6                 31.4        33.7334720121       0.844289289901                 36.5                 32.1        34.4917927383        1.10245426635
                  4823           2020-09-04                    4                    4                 39.2                 38.5        38.8169195751       0.105150710089                 40.7                   40        40.3224962064       0.115090475332                 11.7                 10.9        11.1683611533       0.122259519277                  0.4                  0.2       0.245523520486      0.0512261549018                   38                 34.7        36.3185887709       0.763817867879                 38.2                 33.5        35.4534901366       0.869369569682                   38                 34.7        36.3185887709       0.763817867879
                  4824           2020-09-06                    1                    1                 39.1                 38.6        38.8259259259        0.12199754883                 40.7                 39.8        40.3148148148       0.198519900493                 11.8                   11                 11.4        0.18358568491                  0.5                  0.2                  0.3       0.060858061945                   34                 33.3        33.6314814815       0.203510008921                 37.5                   35        36.3444444444       0.858868046319                   34                 33.3        33.6314814815       0.203510008921
                  4825           2020-09-06                    4                    1                   39                 38.6        38.8156202144      0.0894142399111                 40.7                   40        40.3266462481       0.120973307038                 10.9                 10.1        10.3686064319        0.12935481229                  0.4                  0.1       0.126033690658      0.0512840819153                 35.6                   34         34.915007657       0.283148251911                 38.7                   35        36.7751914242       0.651630186969                 35.6                   34         34.915007657       0.283148251911
                  4828           2020-09-07                    1                    1                 39.2                 38.5        38.8203267974       0.114839577227                 40.8                   40        40.3241176471       0.129200808451                 11.8                 10.9        11.2926797386       0.144117810087                  0.5                  0.2        0.25954248366      0.0567397437599                 36.3                   33        34.7973202614       0.791473769305                 39.7                 34.6        36.8379084967       0.976328090678                 36.3                   33        34.7973202614       0.791473769305
                  4831           2020-09-08                    1                    1                 39.2                 38.5        38.8263178145         0.1101956382                 40.8                 39.9        40.3322816468       0.123439189432                 11.8                 10.9        11.2422085417        0.12960965306                  0.5                  0.2       0.248903424394      0.0544106016009                 37.1                 31.9        34.8026163909        1.26964777278                 40.4                 33.8        36.6336283186        1.14277106036                 37.1                 31.9        34.8026163909        1.26964777278
                  4832           2020-09-08                    1                    1                 39.2                 38.5        38.8218390805       0.111523109003                 40.8                 39.8        40.3220986281       0.127848227834                 11.7                 10.9        11.2291064145       0.133581267155                  0.5                  0.2       0.251575824991      0.0560595938794                 38.2                   34        36.4645902855        1.04067239114                 41.6                 35.8        38.4168335187        1.22658956946                 38.2                   34        36.4645902855        1.04067239114
                  4833           2020-09-08                    1                    1                 39.1                 38.6        38.8136706136       0.109585692063                 40.7                   40        40.3190527449       0.125845970128                 11.6                 10.9        11.1862217438       0.131660089805                  0.5                  0.2       0.247147470398      0.0520302635764                 37.3                 35.2        36.2201291712       0.380319938539                   40                 36.8        38.0541442411       0.496691469852                 37.3                 35.2        36.2201291712       0.380319938539
                  4835           2020-09-09                    1                    1                 39.1                 38.5        38.8215975184      0.0946555933831                 40.7                 39.8        40.3289259403       0.108216398984                 11.8                 10.8        11.2067468011       0.126825721881                  0.5                  0.2       0.243311360993      0.0519944257501                 36.8                   32        34.6273361768        1.24744683799                 39.5                 33.3          36.43516867        1.11402984946                 36.8                   32        34.6273361768        1.24744683799
                  4836           2020-09-09                    1                    1                 39.2                 38.5        38.8218776551       0.103964123535                 40.7                   40        40.3301614274       0.113600491404                 11.7                 10.9        11.2100254885       0.129116003756                  0.5                  0.2       0.244350042481      0.0514441220273                 38.2                 34.8        36.5868309261       0.798807458303                 40.6                 36.1        38.2753186066       0.754920424623                 38.2                 34.8        36.5868309261       0.798807458303
                  4837           2020-09-09                    1                    1                 39.2                 38.5        38.8177374302       0.121356017619                 40.8                 39.9               40.325       0.134758733302                 11.7                 10.8        11.1551675978        0.13500920664                  0.4                  0.2       0.249162011173      0.0521800868328                 38.6                 37.1        37.8586592179        0.27739891422                 42.5                 37.5        39.1829608939       0.631806095733                 38.6                 37.1        37.8586592179        0.27739891422
                  4838           2020-09-09                    1                    1                 39.2                 38.5        38.8141078838       0.132723881605                 40.7                 39.9        40.3237206086       0.148147582406                 11.7                 10.8        11.2093360996       0.145432922315                  0.5                  0.2       0.251452282158      0.0543536789169                 38.2                 36.1        37.1885892116       0.460817214126                 40.9                 37.2         38.859197787       0.595018898216                 38.2                 36.1        37.1885892116       0.460817214126
                  4840           2020-09-10                    4                    1                 39.1                 38.5        38.8186178248        0.10585599371                 40.7                   40        40.3252643505       0.119666920286                 11.8                   11        11.3128398792       0.132292481439                  0.6                  0.2       0.263028700906      0.0529011426938                 36.9                 32.4        34.9473187311        1.16496258562                 39.8                   34        36.7256042296        1.06992743938                 36.9                 32.4        34.9473187311        1.16496258562
                  4841           2020-09-10                    4                    1                 39.2                 38.5        38.8174319066       0.126643361781                 40.8                   40        40.3206225681       0.136189105038                 11.9                   11        11.2938521401       0.140264985207                  0.7                  0.2       0.271322957198      0.0510454971605                 38.2                 34.4        36.4064980545       0.924003613636                 40.9                 35.8        38.0849027237        0.85463128912                 38.2                 34.4        36.4064980545       0.924003613636
                  4842           2020-09-10                    4                    1                 39.2                 38.5        38.8200290276       0.123469435994                 40.7                 39.9        40.3211175617        0.13586117027                 11.8                 10.9        11.2577648766       0.142091764489                  0.5                  0.2       0.265602322206      0.0520239845921                 37.5                 34.8        36.1273584906       0.594909821627                   40                 36.1        37.9850507983       0.623739394268                 37.5                 34.8        36.1273584906       0.594909821627
                  4844           2020-09-11                    4                    1                 39.1                 38.5        38.8173684211      0.0995810376674                 40.8                   40        40.3236466165        0.11199259478                 11.8                   11        11.3057894737       0.133954938705                  0.5                  0.2        0.26515037594      0.0522409104574                 37.1                 32.3        34.9129323308         1.1972077677                 39.7                 33.8        36.6379699248        1.06256623634                 37.1                 32.3        34.9129323308         1.1972077677
                  4845           2020-09-11                    4                    1                 39.1                 38.5        38.8146350932       0.104402799209                 40.7                   40        40.3250776398       0.118183692938                 11.9                   11        11.3251940994       0.137573953786                  0.5                  0.2       0.282841614907      0.0437986613979                 38.5                 35.4        36.9906055901       0.763916603668                 41.5                 36.3        38.5072593168       0.778609170385                 38.5                 35.4        36.9906055901       0.763916603668
                  4846           2020-09-11                    4                    1                 39.2                 38.5        38.8163253012        0.12802386905                 40.7                 39.9        40.3197590361       0.140506621236                   12                 11.1        11.4770481928       0.153857108141                  0.5                  0.3       0.308614457831      0.0299277569214                 38.2                 35.7        36.9756024096       0.552661630717                 41.1                 36.8        38.5307228916       0.630582601399                 38.2                 35.7        36.9756024096       0.552661630717
                  4849           2020-09-14                    4                    1                 39.1                 38.5         38.815443787       0.108858839054                 40.8                   40        40.3201775148       0.123943933559                 11.9                 11.1        11.4602366864       0.141144739437                  0.5                  0.2       0.302426035503      0.0225589727414                 37.1                   34        35.6113609467        0.72114384396                 40.4                 34.7        37.2765088757        1.01338305122                 37.1                   34        35.6113609467        0.72114384396
                  4850           2020-09-14                    4                    1                 39.1                 38.5         38.814978602       0.100588317055                 40.7                   40        40.3206134094       0.112785609772                   12                 11.1        11.4645506419       0.153717989615                  0.5                  0.2       0.304707560628      0.0246071864156                 38.3                 35.7        36.9289586305       0.492196074206                 42.5                   38        40.3399429387       0.653435557747                 38.3                 35.7        36.9289586305       0.492196074206
                  4851           2020-09-14                    4                    2                 39.2                 38.5        38.8144194757       0.138064266351                 40.8                 39.9        40.3187890137       0.149373328242                 11.9                 11.1        11.3941323346       0.141564391249                  0.5                  0.2       0.301810237204      0.0232334715941                 38.2                 35.2        36.8350187266        0.67023643947                   41                 36.5        38.5624843945       0.745956771996                 38.2                 35.2        36.8350187266        0.67023643947
                  4854           2020-09-15                    4                    2                 39.2                 38.5        38.8201181102       0.106004688217                   41                 39.9        40.3342125984       0.164097298289                 11.9                 10.9         11.333503937       0.146237342087                  0.5                  0.2       0.288700787402       0.054432333918                 37.1                 32.4         35.022480315        1.12857417781                 41.6                 33.5        36.7958267717        1.52343061932                 37.1                 32.4         35.022480315        1.12857417781
                  4855           2020-09-15                    4                    2                 39.2                 38.5        38.8193674346       0.111325434207                 40.8                 39.9        40.3243654822       0.125877775376                 11.8                 10.9        11.2673955486       0.135855322346                  0.5                  0.2        0.26372510738      0.0551879486318                 38.2                 34.7        36.5367434596       0.864640649029                 42.7                 37.2        39.9934010152        1.09096579038                 38.2                 34.7        36.5367434596       0.864640649029
                  4856           2020-09-15                    4                    2                 39.1                 38.5        38.8180967239       0.117833259617                 40.7                   40        40.3230109204       0.132040206397                 11.6                 10.8        11.0801092044       0.133717939314                  0.4                  0.2       0.233385335413      0.0483027668861                 37.2                 34.9        36.0643525741       0.503033630655                 39.6                 36.3        37.7073322933       0.538205747129                 37.2                 34.9        36.0643525741       0.503033630655
                  4858           2020-09-16                    1                    1                 39.1                 38.5        38.8175947409      0.0893593233261                 40.6                   40        40.3226218097       0.101775848458                 11.8                 10.9        11.2539056458       0.121229766218                  0.4                  0.2       0.250425367363      0.0519702012301                 36.8                 32.2        34.8229311678        1.19162295526                   39                 33.7        36.3427687548        1.06089708273                 36.8                 32.2        34.8229311678        1.19162295526
                  4859           2020-09-16                    1                    1                 39.2                 38.5        38.8175279041       0.106227771045                 40.8                   40        40.3223646135       0.119458739378                 11.8                 10.9        11.2676312526       0.129129638142                  0.5                  0.2       0.262257131046      0.0512920133583                 38.5                 35.3        36.9875981811       0.733841491196                 40.6                 36.1        38.3342703597       0.771904595197                 38.5                 35.3        36.9875981811       0.733841491196
                  4860           2020-09-16                    1                    1                 39.2                 38.5        38.8170239596       0.130718147089                 40.8                 39.9        40.3216897856       0.144101931169                 11.7                 10.9        11.2509457755       0.141473914324                  0.5                  0.2       0.263745271122      0.0502537890106                   38                 34.9        36.3778688525         0.6590208243                 40.5                   36        37.9584489281        0.67195287863                   38                 34.9        36.3778688525         0.6590208243
                  4862           2020-09-17                    1                    1                 39.1                 38.5        38.8149126069      0.0975947336829                 40.8                 39.9        40.3246931945       0.112710893829                 11.7                 10.9        11.2664931201       0.126236583516                  0.5                  0.2       0.257567869096       0.053680091275                 37.2                 32.3        34.9645221272        1.20465123916                 39.1                 33.5        36.4678690963        1.08991862398                 37.2                 32.3        34.9645221272        1.20465123916
                  4864           2020-09-17                    4                    2                 39.2                 38.5        38.8189749609       0.113504624763                 40.8                 39.9        40.3230046948       0.128076115536                 11.8                   11        11.2896322379       0.131286004531                  0.5                  0.2       0.277503912363      0.0478671665565                 38.5                 35.7        37.1628325509       0.648390656171                 41.1                 36.5        38.4978090767       0.711526970827                 38.5                 35.7        37.1628325509       0.648390656171
                  4865           2020-09-17                    4                    2                 39.2                 38.5        38.8209854015       0.121542207906                 40.7                 39.9        40.3237226277       0.132298640824                 11.8                 10.9        11.2592457421        0.13609398302                  0.4                  0.2        0.26903892944      0.0501462672543                 37.7                 34.9        36.3852189781       0.657897383068                 40.6                 36.6        38.0740875912       0.657437391849                 37.7                 34.9        36.3852189781       0.657897383068
